pos,text,lemma,lemma_meaning,example,context,y_pred,pred,process
VERB,utiliser,utiliser,0,Envisagez d' utiliser des distributeurs automatiques plutôt que des cafétérias subventionnées .,Envisagez d' utiliser des distributeurs automatiques plutôt que des cafétérias subventionnées .,352536264044310162,0.9,NA
NOUN,modèles,modèle,0,"Les derniers modèles servent des repas chauds à des prix raisonnables , et à un profit pour vous .","Les derniers modèles servent des repas chauds à des prix raisonnables , et à un profit pour vous .",-4597446048484440978,1.0,lone candidate
NOUN,cafétéria,cafétéria,0,"Si un concessionnaire dirige la cafétéria , gardez un œil sur la qualité et le prix .","Si un concessionnaire dirige la cafétéria , gardez un œil sur la qualité et le prix .",8774157631368855903,1.0,NA
NOUN,soupe,soupe,0,"Si la soupe goûte comme de l' eau de vaisselle , vos employés ne blâmeront pas le concessionnaire .","Si la soupe goûte comme de l' eau de vaisselle , vos employés ne blâmeront pas le concessionnaire .",-6309067024690202068,1.0,lone candidate
NOUN,emplacement,emplacement,0,Vérifiez l' emplacement de votre cafétéria pour vous assurer qu' il est pratique pour la plupart de employés .,Vérifiez l' emplacement de votre cafétéria pour vous assurer qu' il est pratique pour la plupart de employés .,-6035292020658013464,1.0,lone candidate
NOUN,minutes,minute,0,Vous pouvez économiser des minutes de production précieuses avec un changement .,Vous pouvez économiser des minutes de production précieuses avec un changement .,7028385008786907729,1.0,lone candidate
NOUN,vacances,vacances,0,Répartir vos vacances sur la durée la plus large possible ou fermer l' usine pendant deux semaines .,Répartir vos vacances sur la durée la plus large possible ou fermer l' usine pendant deux semaines .,279961264637329955,0.8,NA
NOUN,vacances,vacances,0,Cela réduira les dépenses de remplacement des vacances .,Cela réduira les dépenses de remplacement des vacances .,279961264637329955,0.8,NA
NOUN,méthode,méthode,0,Et avec la méthode de fermeture il n' y aura aucun argument quant à qui obtient les dates de vacances de choix .,Et avec la méthode de fermeture il n' y aura aucun argument quant à qui obtient les dates de vacances de choix .,4891489702256608124,1.0,lone candidate
ADV,également,également,0,Assurez -vous également d' avoir des exigences raisonnables quant à heures travaillées avant qu' un employé de production ait droit à des vacances .,Assurez -vous également d' avoir des exigences raisonnables quant à heures travaillées avant qu' un employé de production ait droit à des vacances .,6765598852923442878,1.0,lone candidate
VERB,essayer,essayer,0,"Vous pourriez essayer de fournir des congés annuels standard , mais rendre la paye de vacances dépend de nombre d' heures travaillées l' année précédente .","Vous pourriez essayer de fournir des congés annuels standard , mais rendre la paye de vacances dépend de nombre d' heures travaillées l' année précédente .",3061542257306218214,0.9,NA
NOUN,porte,porte,0,""" Par une porte déverrouillée "" , Madden complété .",""" Par une porte déverrouillée "" , Madden complété .",-441457570232693406,1.0,NA
NOUN,porte,porte,0,""" Cette foutue porte "" , a dit le chef de la police .",""" Cette foutue porte "" , a dit le chef de la police .",-441457570232693406,0.95,NA
NOUN,visage,visage,0,Le visage sombre de Madden portait un look méditatif .,Le visage sombre de Madden portait un look méditatif .,-3233875273991669748,1.0,lone candidate
NOUN,collusion,collusion,0,""" S ' il y avait collusion entre un meurtrier extérieur et un membre de la famille , ce serait une précaution élémentaire de vérifier la porte plus tard .",""" S ' il y avait collusion entre un meurtrier extérieur et un membre de la famille , ce serait une précaution élémentaire de vérifier la porte plus tard .",1893930006746978662,1.0,NA
NOUN,fenêtre,fenêtre,0,"Beaucoup mieux pour briser une fenêtre de cave "" .","Beaucoup mieux pour briser une fenêtre de cave "" .",7028122294059775934,1.0,lone candidate
VERB,oubliez,oublier,0,""" N' oubliez pas , il y avait l' espoir qu' il passerait pour une mort naturelle "" , Pauling lui a rappelé .",""" N' oubliez pas , il y avait l' espoir qu' il passerait pour une mort naturelle "" , Pauling lui a rappelé .",3731157838113256933,1.0,lone candidate
NOUN,maison,maison,0,""" Eh bien , avec une maison aussi grande qu' il doit y avoir à moins une fenêtre de cave qui ne serait pas remarquée tout de suite à moins qu' il y ait eu une enquête de police "" .",""" Eh bien , avec une maison aussi grande qu' il doit y avoir à moins une fenêtre de cave qui ne serait pas remarquée tout de suite à moins qu' il y ait eu une enquête de police "" .",-9110384212014980638,1.0,lone candidate
NOUN,vitre,vitre,0,"Et une vitre n' est pas difficile à ""","Et une vitre n' est pas difficile à """,2737410407462299965,1.0,lone candidate
NOUN,téléphone,téléphone,0,Le téléphone l' a interrompu .,Le téléphone l' a interrompu .,-1240694945000820057,1.0,lone candidate
VERB,dit,dire,0,"Il a pris le receveur et a dit , "" chef de la police "" , dans l' embout , et puis , "" Oh oui , M. Benson .","Il a pris le receveur et a dit , "" chef de la police "" , dans l' embout , et puis , "" Oh oui , M. Benson .",-4767583283252795385,1.0,NA
NOUN,main,main,0,"Avec sa main libre , il a tiré un tampon et un crayon vers lui et a commencé à faire des notes en écoutant , disant , "" Uh-huh "" et "" Je vois "" à intervalles réguliers .","Avec sa main libre , il a tiré un tampon et un crayon vers lui et a commencé à faire des notes en écoutant , disant , "" Uh-huh "" et "" Je vois "" à intervalles réguliers .",-3747001011385691193,1.0,lone candidate
ADV,Enfin,enfin,0,"Enfin , il a dit , "" Eh bien , merci d' avoir appelé , M. Benson .","Enfin , il a dit , "" Eh bien , merci d' avoir appelé , M. Benson .",-243583825019556263,1.0,lone candidate
NOUN,doute,doute,0,"Bien qu' il n' y ait aucun doute dans mon esprit et que nous l' ayons traité comme un que je suis heureux de l' avoir rendu officiel "" .","Bien qu' il n' y ait aucun doute dans mon esprit et que nous l' ayons traité comme un que je suis heureux de l' avoir rendu officiel "" .",-4911895707637530686,1.0,lone candidate
NOUN,Coroner,coroner,0,""" Coroner "" , il a dit à Madden .",""" Coroner "" , il a dit à Madden .",5668851623742420884,1.0,lone candidate
NOUN,pathologiste,pathologiste,0,""" Il vient d' entendre le pathologiste qui dit que Mme Meeker est apparemment morte d' étouffement "" .",""" Il vient d' entendre le pathologiste qui dit que Mme Meeker est apparemment morte d' étouffement "" .",-6469897489617960339,1.0,lone candidate
VERB,regarda,regarder,0,Pauling regarda ses notes .,Pauling regarda ses notes .,-3088548677946689957,1.0,lone candidate
NOUN,hémorragies,hémorragie,0,""" Beaucoup d' hémorragies minuscules dans les poumons ; des particules de peluche et de fil dans la bouche et les narines .",""" Beaucoup d' hémorragies minuscules dans les poumons ; des particules de peluche et de fil dans la bouche et les narines .",1422651450161541176,1.0,NA
NOUN,fil,fil,0,Séparations de linge de lit identiques à la peluche et à fil trouvés dans les cavités nasales et buccales .,Séparations de linge de lit identiques à la peluche et à fil trouvés dans les cavités nasales et buccales .,6331373481612268749,1.0,lone candidate
ADJ,autre,autre,0,Aucune autre cause de décès apparente .,Aucune autre cause de décès apparente .,-633111492522486507,0.8,NA
NOUN,Trachée,trachée,0,Trachée libre de mucus et d' objets étrangers .,Trachée libre de mucus et d' objets étrangers .,-6082627314126908367,1.0,lone candidate
NOUN,Cerveau,cerveau,0,"Cerveau examiné pour une thrombose , un caillot ou une hémorragie .","Cerveau examiné pour une thrombose , un caillot ou une hémorragie .",3197396614458770490,1.0,lone candidate
NOUN,hémorragie,hémorragie,0,"Aucun signe de ceux-ci , pas d' hémorragie grossière de poumons , de cœur , de cerveau ou de l' estomac "" .","Aucun signe de ceux-ci , pas d' hémorragie grossière de poumons , de cœur , de cerveau ou de l' estomac "" .",1422651450161541176,0.95,NA
NOUN,mort,mort,0,"Oh , l' heure de la mort .","Oh , l' heure de la mort .",2068507856398077217,1.0,lone candidate
NOUN,durée,durée,0,"La durée de processus digestif varie , dit le pathologiste , mais l' estomac vide et les résultats dans le tube digestif supérieur indiquent que Mme Meeker est morte plusieurs heures après son dîner de sept heures .","La durée de processus digestif varie , dit le pathologiste , mais l' estomac vide et les résultats dans le tube digestif supérieur indiquent que Mme Meeker est morte plusieurs heures après son dîner de sept heures .",3137734723754315988,1.0,lone candidate
ADV,Probablement,probablement,0,"Probablement vers minuit , donner ou prendre une heure dans les deux sens "" .","Probablement vers minuit , donner ou prendre une heure dans les deux sens "" .",-3223472612018382159,1.0,lone candidate
ADV,encore,encore,0,Pauling s' est encore arrêté .,Pauling s' est encore arrêté .,-4214916214467192219,1.0,lone candidate
VERB,dit,dire,0,""" Alors voilà "" , a -t -il dit .",""" Alors voilà "" , a -t -il dit .",-4767583283252795385,0.95,NA
NOUN,problème,problème,0,""" Pas votre problème , bien sûr , à moins que Johnston et le meurtrier ne soient un seul et même "" .",""" Pas votre problème , bien sûr , à moins que Johnston et le meurtrier ne soient un seul et même "" .",-5359032001573437798,1.0,lone candidate
VERB,dit,dire,0,"Cependant probablement il était , Pauling dit , il ne pouvait pas se limiter à elle .","Cependant probablement il était , Pauling dit , il ne pouvait pas se limiter à elle .",-4767583283252795385,0.9,NA
VERB,chercher,chercher,0,"Il a dû chercher d' autres perspectives , d' autres motifs jusqu' à ce que des preuves plus concluantes pointant vers Johnston soient révélées .","Il a dû chercher d' autres perspectives , d' autres motifs jusqu' à ce que des preuves plus concluantes pointant vers Johnston soient révélées .",-3041178716140895611,1.0,lone candidate
NOUN,fraude,fraude,0,"Madden , avec son enquête centrée sur la fraude , a dit que demain il irait à la banque Bronx à travers laquelle les chèques de Mme Meeker à Johnston avait autorisé .","Madden , avec son enquête centrée sur la fraude , a dit que demain il irait à la banque Bronx à travers laquelle les chèques de Mme Meeker à Johnston avait autorisé .",5952244180767228809,1.0,NA
NOUN,collusion,collusion,0,Il aurait pu être en collusion avec Johnston sur la fraude ; il pourrait être le meurtrier de Mme Meeker ou avoir joué un rôle dans sa mort .,Il aurait pu être en collusion avec Johnston sur la fraude ; il pourrait être le meurtrier de Mme Meeker ou avoir joué un rôle dans sa mort .,1893930006746978662,0.95,NA
NOUN,tête,tête,0,C' était la suggestion de Madden ; le chef de la police s' est secoué la tête dessus .,C' était la suggestion de Madden ; le chef de la police s' est secoué la tête dessus .,-8872760557433938587,1.0,lone candidate
NOUN,fraude,fraude,0,"Si Arthur Williams était impliqué dans la fraude ou le meurtre , alors il avait aussi une autre identité .","Si Arthur Williams était impliqué dans la fraude ou le meurtre , alors il avait aussi une autre identité .",5952244180767228809,0.9,NA
NOUN,Personne,personne,0,Personne que la police de Medfield avait interrogé ne prétendait en savoir plus sur lui que sur Johnston .,Personne que la police de Medfield avait interrogé ne prétendait en savoir plus sur lui que sur Johnston .,836457269806773165,1.0,lone candidate
NOUN,Demandeur,demandeur,0,Demandeur de bourses ?,Demandeur de bourses ?,-6344748456611083465,1.0,lone candidate
VERB,semblait,sembler,0,Pauling semblait douteux .,Pauling semblait douteux .,8494702775897350935,1.0,lone candidate
ADV,directement,directement,0,Madden a expliqué qu' il pensait à une demande envoyée directement à Mme Meeker .,Madden a expliqué qu' il pensait à une demande envoyée directement à Mme Meeker .,-2889955439093718810,1.0,lone candidate
ADV,Puis,puis,0,"Puis il a demandé à utiliser le téléphone et appelé Brian Thayer , qui a dit qu' il partait juste pour garder une date de déjeuner , mais serait à la maison à deux heures .","Puis il a demandé à utiliser le téléphone et appelé Brian Thayer , qui a dit qu' il partait juste pour garder une date de déjeuner , mais serait à la maison à deux heures .",-6288814133983584212,1.0,lone candidate
VERB,dit,dire,0,"Madden a dit qu' il le verrait à deux heures et a fait un autre appel , celui-ci à avocats de Mme Meeker .","Madden a dit qu' il le verrait à deux heures et a fait un autre appel , celui-ci à avocats de Mme Meeker .",-4767583283252795385,1.0,NA
ADJ,court,court,0,Le ton de secrétaire indiquait qu' une nomination à un tel court préavis était une concession pour laquelle Madden devrait être dûment reconnaissant .,Le ton de secrétaire indiquait qu' une nomination à un tel court préavis était une concession pour laquelle Madden devrait être dûment reconnaissant .,4863160713735256520,1.0,lone candidate
NOUN,avocats,avocat,0,Il a déduit que Hohlbein et Garth étaient des avocats à prix élevé .,Il a déduit que Hohlbein et Garth étaient des avocats à prix élevé .,-4306275469914295072,1.0,lone candidate
VERB,entré,entrer,0,Rapidement à une-trente il est entré Hohlbein et Garth 's élégant suite de bureaux dans Medfield 's nouveau bâtiment professionnel .,Rapidement à une-trente il est entré Hohlbein et Garth 's élégant suite de bureaux dans Medfield 's nouveau bâtiment professionnel .,-8289895892838842273,1.0,lone candidate
NOUN,coupe,coupe,0,"Il n' aimait pas Garth à la vue , vêtements conservateurs et coupe de cheveux , sourire une ombre trop sérieusement boysish pour un homme qui doit être bien dans ses années trente , handclasp trop consciemment rapide et ferme .","Il n' aimait pas Garth à la vue , vêtements conservateurs et coupe de cheveux , sourire une ombre trop sérieusement boysish pour un homme qui doit être bien dans ses années trente , handclasp trop consciemment rapide et ferme .",-2390033082243177185,1.0,lone candidate
NOUN,homme,homme,0,"Jeune homme sur la marque , Madden l' a étiqueté , et était prêt à deviner que dans une bonne , pas trop pousser la mode , le partenaire junior de l' entreprise avait des ambitions politiques , que Mme Garth serait impeccablement approprié en tant que femme d' un jeune avocat montant , qu' il y avait trois enfants , deux garçons et une fille , qu' elle était active dans le Club de la femme et lui à Lions , Rotary , et Jaycee , et finalement , que aucun d' eux n' avait eu une opinion peu orthodoxe depuis leur mariage .","Jeune homme sur la marque , Madden l' a étiqueté , et était prêt à deviner que dans une bonne , pas trop pousser la mode , le partenaire junior de l' entreprise avait des ambitions politiques , que Mme Garth serait impeccablement approprié en tant que femme d' un jeune avocat montant , qu' il y avait trois enfants , deux garçons et une fille , qu' elle était active dans le Club de la femme et lui à Lions , Rotary , et Jaycee , et finalement , que aucun d' eux n' avait eu une opinion peu orthodoxe depuis leur mariage .",7479850560081125966,1.0,lone candidate
ADV,complètement,complètement,0,"Madden savait qu' il pouvait se tromper complètement à propos de tout cela , mais savait aussi qu' il continuerait à détester Garth .","Madden savait qu' il pouvait se tromper complètement à propos de tout cela , mais savait aussi qu' il continuerait à détester Garth .",8352893171963515696,1.0,lone candidate
VERB,mentionné,mentionner,0,"Garth était prêt à être utile dans ce qu' il a mentionné avec le dégoût fastidieux comme cette malheureuse affaire Johnston , qui ne serait pas , dit -il plus d' une fois , jamais venu si Mme Meeker avait seulement jugé bon de consulter M. Hohlbein ou lui à ce sujet .","Garth était prêt à être utile dans ce qu' il a mentionné avec le dégoût fastidieux comme cette malheureuse affaire Johnston , qui ne serait pas , dit -il plus d' une fois , jamais venu si Mme Meeker avait seulement jugé bon de consulter M. Hohlbein ou lui à ce sujet .",-6548368415394032328,1.0,lone candidate
ADJ,vraie,vrai,0,Madden a regretté de ne pas pouvoir trouver la faute avec une déclaration aussi vraie .,Madden a regretté de ne pas pouvoir trouver la faute avec une déclaration aussi vraie .,84537444074237868,1.0,lone candidate
VERB,voir,voir,0,Il a demandé à voir une copie de testament de Mme Meeker .,Il a demandé à voir une copie de testament de Mme Meeker .,2846552436415678495,1.0,NA
NOUN,octobre,octobre,0,"La date , le 8 octobre 1957 , a immédiatement attiré l' attention de l' inspecteur .","La date , le 8 octobre 1957 , a immédiatement attiré l' attention de l' inspecteur .",-5243520086714329683,1.0,lone candidate
ADV,Assez,assez,0,""" Assez récent "" , a -t -il fait remarquer .",""" Assez récent "" , a -t -il fait remarquer .",2971627176287880009,1.0,lone candidate
ADJ,nouveaux,nouveau,0,""" Elle avait l' habitude de faire de nouveaux testaments "" ?",""" Elle avait l' habitude de faire de nouveaux testaments "" ?",-3731481398927814340,1.0,lone candidate
VERB,changer,changer,0,Elle avait des raisons de changer celle qu' elle a faite juste après la mort de M. Meeker .,Elle avait des raisons de changer celle qu' elle a faite juste après la mort de M. Meeker .,-7076040598032924395,1.0,lone candidate
ADV,considérablement,considérablement,0,Son domaine avait considérablement augmenté .,Son domaine avait considérablement augmenté .,-4082053433688345234,1.0,lone candidate
VERB,voulait,vouloir,0,"Elle voulait en faire une répartition plus équitable entre les groupes qui bénéficieraient le plus , en particulier le fonds de bourses .","Elle voulait en faire une répartition plus équitable entre les groupes qui bénéficieraient le plus , en particulier le fonds de bourses .",2892509497512035908,1.0,lone candidate
NOUN,testament,testament,0,"Au moment où le testament a été tiré M. Hohlbein m' a mentionné comment mentalement alerte elle semblait pour son âge , sachant exactement quels changements elle voulait faire et ainsi de suite "" .","Au moment où le testament a été tiré M. Hohlbein m' a mentionné comment mentalement alerte elle semblait pour son âge , sachant exactement quels changements elle voulait faire et ainsi de suite "" .",471189920795588189,1.0,NA
NOUN,année,année,0,"La plupart d' entre eux cette année , je dirais .","La plupart d' entre eux cette année , je dirais .",-783877299482458256,1.0,NA
NOUN,ans,an,0,"Même il y a deux ou trois ans , je doute qu' elle ait été impliquée dans cette malheureuse affaire Johnston .","Même il y a deux ou trois ans , je doute qu' elle ait été impliquée dans cette malheureuse affaire Johnston .",407891084445933266,1.0,lone candidate
VERB,voyez,voir,0,"Elle nous aurait consultés , vous voyez .","Elle nous aurait consultés , vous voyez .",2846552436415678495,0.7,NA
ADV,toujours,toujours,0,Elle l ' a toujours fait auparavant et a fait preuve de la plus grande confiance dans tout ce que nous avons conseillé > > .,Elle l ' a toujours fait auparavant et a fait preuve de la plus grande confiance dans tout ce que nous avons conseillé > > .,-2632516615382955829,1.0,lone candidate
NOUN,inspecteur,inspecteur,0,L' inspecteur a douté de cela .,L' inspecteur a douté de cela .,-7591042860177534913,1.0,lone candidate
VERB,géré,gérer,0,Ce serait Hohlbein qui aurait géré ses affaires .,Ce serait Hohlbein qui aurait géré ses affaires .,4800014233855397403,1.0,lone candidate
NOUN,testament,testament,0,Madden s' est réinstallé pour lire le testament .,Madden s' est réinstallé pour lire le testament .,471189920795588189,1.0,NA
VERB,ajoutés,ajouter,0,"Deux millions ont été ajoutés à ce qui avait été réservé pour elle dans la vie de Mme Meeker , et la condition a fait que tant que Brian Thayer a continué à s' acquitter de ses fonctions d' administrateur de fonds à la satisfaction de conseil d' administration ( ci-après nommé par la banque administrant la succession ) il devait être maintenu en sa qualité actuelle à un salaire proportionnel à l' élargissement de responsabilités de fonds entraînerait .","Deux millions ont été ajoutés à ce qui avait été réservé pour elle dans la vie de Mme Meeker , et la condition a fait que tant que Brian Thayer a continué à s' acquitter de ses fonctions d' administrateur de fonds à la satisfaction de conseil d' administration ( ci-après nommé par la banque administrant la succession ) il devait être maintenu en sa qualité actuelle à un salaire proportionnel à l' élargissement de responsabilités de fonds entraînerait .",6160205852018508549,1.0,lone candidate
ADJ,splendide,splendide,0,"Un vote de confiance splendide dans Thayer , Madden réfléchit .","Un vote de confiance splendide dans Thayer , Madden réfléchit .",-1067746831182881814,1.0,lone candidate
ADV,aussi,aussi,1,"Tente , aussi .","Tente , aussi .",3243327628668118410,0.1,NA
NOUN,legs,legs,0,"Il a poursuivi à des legs personnels , une liste de noms largement inconnus de lui .","Il a poursuivi à des legs personnels , une liste de noms largement inconnus de lui .",-7523424949597361495,1.0,lone candidate
NOUN,Oregon,Oregon,0,"Vingt-cinq mille à chacune de grandes nièces de l' Oregon ( pas beaucoup à des parents de sang sur des millions ) dix mille à cet ami et que , cinq mille à un autre ; à Brian Thayer , la somme de dix mille dollars ; à Pecks , dix mille chacun ; à Joan Sheldon le legs conditionnel de dix mille à lui être payé à cas où elle était encore dans l' emploi de Mme Meeker à moment de la mort de ce dernier .","Vingt-cinq mille à chacune de grandes nièces de l' Oregon ( pas beaucoup à des parents de sang sur des millions ) dix mille à cet ami et que , cinq mille à un autre ; à Brian Thayer , la somme de dix mille dollars ; à Pecks , dix mille chacun ; à Joan Sheldon le legs conditionnel de dix mille à lui être payé à cas où elle était encore dans l' emploi de Mme Meeker à moment de la mort de ce dernier .",7411649819786345264,1.0,lone candidate
NOUN,année,année,0,( Pas de cinq mille supplémentaires pour chaque année après le vingt et unième anniversaire de Joan ; Mme Meeker n' avait pas pu s' en occuper . ),( Pas de cinq mille supplémentaires pour chaque année après le vingt et unième anniversaire de Joan ; Mme Meeker n' avait pas pu s' en occuper . ),-783877299482458256,1.0,NA
VERB,pensait,penser,0,"Dommage , Madden pensait .","Dommage , Madden pensait .",2523279686557656770,1.0,lone candidate
VERB,gagné,gagner,0,Joan Sheldon avait gagné le plus grand legs .,Joan Sheldon avait gagné le plus grand legs .,4699191198659087908,1.0,lone candidate
NOUN,nom,nom,0,Il n' y avait aucun autre nom Madden reconnu .,Il n' y avait aucun autre nom Madden reconnu .,-7606830462912158187,1.0,lone candidate
ADV,bien,bien,0,"Arthur Williams ' s pourrait bien avoir été inclus , il s' est senti .","Arthur Williams ' s pourrait bien avoir été inclus , il s' est senti .",-5067933901989450319,1.0,lone candidate
VERB,dépensé,dépenser,0,"Mme Meeker avait dépensé une petite fortune dans une recherche pour lui , mais n' avait pris aucune disposition pour lui dans son testament s' il devait être trouvé après sa mort , et n' avait jamais mentionné son nom à ses avocats .","Mme Meeker avait dépensé une petite fortune dans une recherche pour lui , mais n' avait pris aucune disposition pour lui dans son testament s' il devait être trouvé après sa mort , et n' avait jamais mentionné son nom à ses avocats .",8824055571748430784,1.0,lone candidate
ADJ,âgées,âgé,0,""" Les personnes âgées ont leurs idiosyncrasies "" .",""" Les personnes âgées ont leurs idiosyncrasies "" .",-4000066554864488904,0.7,NA
ADJ,haut,haut,0,""" Celui-ci est venu un peu haut à trente mille ou plus "" .",""" Celui-ci est venu un peu haut à trente mille ou plus "" .",-7803231068564348686,1.0,lone candidate
NOUN,nombre,nombre,0,""" Eh bien , elle avait un certain nombre d' entre eux en ce qui concerne l' argent "" , dit Garth .",""" Eh bien , elle avait un certain nombre d' entre eux en ce qui concerne l' argent "" , dit Garth .",-8090342310684965866,0.8,NA
ADV,Parfois,parfois,0,""" Parfois , nous aurions de mal à la persuader de faire de contributions de bienfaisance exonérées d' impôt , et je l' ai connue pour se disputer avec un plombier à sujet d' un projet de loi pour la fixation d' un robinet ; le moment suivant elle avait mis un autre demi-million dans le fonds de bourses ou trente mille dans quelque chose d' aussi peu pratique que cette malheureuse affaire Johnston .",""" Parfois , nous aurions de mal à la persuader de faire de contributions de bienfaisance exonérées d' impôt , et je l' ai connue pour se disputer avec un plombier à sujet d' un projet de loi pour la fixation d' un robinet ; le moment suivant elle avait mis un autre demi-million dans le fonds de bourses ou trente mille dans quelque chose d' aussi peu pratique que cette malheureuse affaire Johnston .",3020471548750405941,1.0,lone candidate
