pos,text,lemma,lemma_meaning,example,context,y_pred,pred,process
NOUN,jeu,jeu,0,"Hallmark Cards , Inc. , Kansas City , Mo. , a un jeu de quiz à faire soi-même appelé "" Bafflers de bénéfice "" , qu' il distribue à employés .","Hallmark Cards , Inc. , Kansas City , Mo. , a un jeu de quiz à faire soi-même appelé "" Bafflers de bénéfice "" , qu' il distribue à employés .",-5960725113946465190,1.0,lone candidate
VERB,donne,donner,0,"M + R Dietetic Laboratories , Inc. , Columbus , donne à tous ses travailleurs un chéquier par télécopieur - chaque chèque indiquant le montant que l' entreprise dépense sur une frange particulière .","M + R Dietetic Laboratories , Inc. , Columbus , donne à tous ses travailleurs un chéquier par télécopieur - chaque chèque indiquant le montant que l' entreprise dépense sur une frange particulière .",266531162360003632,1.0,lone candidate
NOUN,formulaire,formulaire,0,"U. S. Rubber Company , New York , publie un formulaire indiquant la valeur de prestations .","U. S. Rubber Company , New York , publie un formulaire indiquant la valeur de prestations .",3040859696207131528,1.0,lone candidate
NOUN,assurance,assurance,0,"Le travailleur à col bleu connaît donc son forfait d' assurance , par exemple , coûte 227,72 $ .","Le travailleur à col bleu connaît donc son forfait d' assurance , par exemple , coûte 227,72 $ .",-3753236749260914602,1.0,reference word
NOUN,service,service,0,Demandez à la compagnie d' assurance ou à votre propre service comptable de ventiler périodiquement le coût de votre forfait d' assurance .,Demandez à la compagnie d' assurance ou à votre propre service comptable de ventiler périodiquement le coût de votre forfait d' assurance .,8743435356831058977,1.0,lone candidate
ADV,économiquement,économiquement,0,"Vous pouvez trouver certaines couvertures coûtant beaucoup plus que ce qui est économiquement faisable , vous avertissant ainsi des révisions souhaitables .","Vous pouvez trouver certaines couvertures coûtant beaucoup plus que ce qui est économiquement faisable , vous avertissant ainsi des révisions souhaitables .",-2329567410015044269,1.0,lone candidate
NOUN,invalidité,invalidité,0,Vérifiez si certaines de vos prestations - comme l' indemnité d' invalidité en cours d' emploi - peuvent être versées directement plutôt qu' à titre d' épargne .,Vérifiez si certaines de vos prestations - comme l' indemnité d' invalidité en cours d' emploi - peuvent être versées directement plutôt qu' à titre d' épargne .,4944685229350607001,1.0,lone candidate
VERB,Utiliser,utiliser,0,Utiliser une assurance déductible dans la mesure de possible .,Utiliser une assurance déductible dans la mesure de possible .,352536264044310162,0.95,"The words ""Utilisez"" and ""Utiliser"" are both forms of the French verb ""utiliser,"" which means ""to use"" in English. The difference between them is purely grammatical: ""Utilisez"" is the second person plural or formal singular imperative or indicative form, while ""Utiliser"" is the infinitive form. 

In terms of meaning, both words refer to the act of using something. The contexts provided do not suggest any significant difference in meaning between the two instances. Therefore, the probability that they have the same meaning in a dictionary is very high.

Probability: 95%"
NOUN,assurance,assurance,0,Il peut mettre fin à réclamations marginales qui font des ravages avec vos taux d' assurance .,Il peut mettre fin à réclamations marginales qui font des ravages avec vos taux d' assurance .,-3753236749260914602,0.95,"The word ""assurance"" in both contexts refers to insurance-related matters. In context_1, it is about the cost of an insurance plan, while in context_2, it refers to the impact of claims on insurance rates. Both contexts involve the concept of insurance, which is a common meaning of ""assurance"" in French. Therefore, the probability that ""assurance"" has the same meaning in both contexts is very high.

Probability: 95%"
ADV,Aussi,aussi,0,"Aussi , méfiez -vous des politiques ouvertes , en particulier dans le domaine médical .","Aussi , méfiez -vous des politiques ouvertes , en particulier dans le domaine médical .",-3264313127433880015,1.0,reference word
NOUN,fois,fois,0,"Cela signifiera que chaque fois qu' il ya une augmentation de taux d' hospitalisation , votre coût montera de la même manière .","Cela signifiera que chaque fois qu' il ya une augmentation de taux d' hospitalisation , votre coût montera de la même manière .",-907449236488448497,1.0,lone candidate
NOUN,dollars,dollar,0,Inscrire une limite de dollars et de cents sur les prestations .,Inscrire une limite de dollars et de cents sur les prestations .,-4775475603289475065,1.0,lone candidate
NOUN,assurance,assurance,0,N' allez pas trop loin sur l' assurance qui paie les prestations seulement à décès .,N' allez pas trop loin sur l' assurance qui paie les prestations seulement à décès .,-3753236749260914602,0.95,"The word ""assurance"" in both contexts is used in the sense of ""insurance."" In context_1, it refers to the cost of an insurance plan, while in context_2, it refers to a type of insurance that pays benefits only upon death, likely life insurance. Given that both contexts relate to the concept of insurance, the probability that ""assurance"" has the same meaning in both contexts is very high.

Probability: 95%"
ADV,Généralement,généralement,0,"Généralement , votre employé appréciera grandement les avantages qui le protègent pendant sa vie professionnelle ou pendant sa retraite .","Généralement , votre employé appréciera grandement les avantages qui le protègent pendant sa vie professionnelle ou pendant sa retraite .",1650677534208141120,1.0,reference word
NOUN,deuil,deuil,0,"Lors de l' octroi de congés de deuil , préciser la durée maximale de congés et indiquer la relation entre le travailleur et le défunt .","Lors de l' octroi de congés de deuil , préciser la durée maximale de congés et indiquer la relation entre le travailleur et le défunt .",-5292540461095453405,1.0,lone candidate
ADV,Ainsi,ainsi,0,"Ainsi , vous évitez les maux de tête quand un employé veut partir pour les funérailles de son quatrième cousin .","Ainsi , vous évitez les maux de tête quand un employé veut partir pour les funérailles de son quatrième cousin .",5563947415860002228,1.0,lone candidate
ADV,Aussi,aussi,0,"Aussi , réservez le droit d' exiger la preuve de la mort malgré le fait que vous ne l' utiliserez probablement jamais .","Aussi , réservez le droit d' exiger la preuve de la mort malgré le fait que vous ne l' utiliserez probablement jamais .",-3264313127433880015,0.95,"The word ""Aussi"" in French can have multiple meanings, including ""also,"" ""too,"" or ""as well."" In both contexts provided, ""Aussi"" is used as a conjunction to introduce an additional point or consideration. 

In context_1, ""Aussi"" is used to add a cautionary note about open policies, particularly in the medical field. In context_2, ""Aussi"" introduces an additional point about reserving the right to require proof of death.

Given that ""Aussi"" is used in both contexts to introduce an additional point or consideration, the probability that they have the same meaning in a dictionary is very high. 

Probability: 0.95 (95%)"
VERB,soulager,soulager,0,Les distributeurs automatiques peuvent soulager la longue randonnée à la cafétéria pendant la pause avec la perte de temps de production qui en résulte .,Les distributeurs automatiques peuvent soulager la longue randonnée à la cafétéria pendant la pause avec la perte de temps de production qui en résulte .,-6778851950277184656,1.0,lone candidate
NOUN,café,café,0,"Si le café est vendu à la cafétéria , laissez quelques travailleurs dans chaque département l' obtenir pour tout le groupe .","Si le café est vendu à la cafétéria , laissez quelques travailleurs dans chaque département l' obtenir pour tout le groupe .",8542564420889952412,1.0,lone candidate
NOUN,lignes,ligne,0,Envisager d' installer des lignes de service supplémentaires dans les zones de production .,Envisager d' installer des lignes de service supplémentaires dans les zones de production .,-5203648128582546320,1.0,lone candidate
NOUN,lait,lait,0,"Assurez -vous que le lait pour le café est placé dans des distributeurs plutôt que dans des contenants , si vous fournissez le café .","Assurez -vous que le lait pour le café est placé dans des distributeurs plutôt que dans des contenants , si vous fournissez le café .",-1235362824743800561,1.0,lone candidate
NOUN,facture,facture,0,"Sinon , vous pouvez être selled avec une bonne facture de lait de bonne taille par les buveurs de lait .","Sinon , vous pouvez être selled avec une bonne facture de lait de bonne taille par les buveurs de lait .",-5475266201027264383,1.0,lone candidate
NOUN,âge,âge,0,Maintenez l' âge de la retraite flexible afin que les artisans qualifiés tels que les outils et les fabricants peuvent être maintenus sur le travail pour la commodité de l' entreprise .,Maintenez l' âge de la retraite flexible afin que les artisans qualifiés tels que les outils et les fabricants peuvent être maintenus sur le travail pour la commodité de l' entreprise .,-8504056385047086210,0.95,"The word ""âge"" in both contexts refers to the concept of ""age"" in relation to retirement. In context_1, it discusses an arbitrary retirement age of 65 and its financial implications. In context_2, it talks about maintaining a flexible retirement age for skilled workers. Both contexts use ""âge"" to refer to the age at which retirement occurs, specifically in a professional or employment setting. Therefore, the probability that ""âge"" has the same meaning in both contexts is very high.

Probability: 95%"
NOUN,âge,âge,1,Et ainsi les morts-vivants sur la paie peuvent être apaisés à l' âge le plus tôt possible .,Et ainsi les morts-vivants sur la paie peuvent être apaisés à l' âge le plus tôt possible .,5049613659689769040,0.3,"The word ""âge"" in both contexts refers to a period or stage in life, specifically related to time. In context_1, ""âge"" refers to the retirement age, which is a specific stage in a person's life when they stop working. In context_2, ""âge"" refers to a point in time when something occurs, in this case, when the ""morts-vivants"" (undead) can be appeased. Although both uses of ""âge"" relate to time, the specific meanings differ: one is about a life stage (retirement), and the other is about a point in time for an event. 

The probability that ""âge"" has the same meaning in both contexts is low, as the contexts suggest different interpretations of the word. Therefore, the probability is around 30%."
NOUN,âge,âge,0,Assurez -vous d' avoir un minimum d' âge et de temps sur les exigences professionnelles liées à votre régime de retraite .,Assurez -vous d' avoir un minimum d' âge et de temps sur les exigences professionnelles liées à votre régime de retraite .,-8504056385047086210,0.95,"The word ""âge"" in both contexts refers to the concept of age, specifically in relation to retirement. In context_1, ""âge"" refers to the retirement age, which is a specific age at which people are expected to retire. In context_2, ""âge"" also refers to the minimum age requirement for retirement benefits or plans. Both contexts are discussing age in the framework of retirement planning and requirements.

Given that both instances of ""âge"" relate to the concept of age in the context of retirement, the probability that they have the same meaning in a dictionary is very high. Therefore, the probability is approximately 95%."
ADJ,jeunes,jeune,0,Les jeunes hommes ne considèrent généralement pas les pensions comme un facteur important de prestations d' emploi et ils sont susceptibles de changer d' emploi plusieurs fois avant de s' installer .,Les jeunes hommes ne considèrent généralement pas les pensions comme un facteur important de prestations d' emploi et ils sont susceptibles de changer d' emploi plusieurs fois avant de s' installer .,-5124042861491855332,1.0,lone candidate
VERB,Choisissez,choisir,0,Choisissez soigneusement entre les régimes de retraite contributifs ou non contributifs .,Choisissez soigneusement entre les régimes de retraite contributifs ou non contributifs .,-3166936214890130291,1.0,lone candidate
ADV,généralement,généralement,0,Les travailleurs pensent généralement plus à un plan à ils contribuent .,Les travailleurs pensent généralement plus à un plan à ils contribuent .,1650677534208141120,0.95,"The word ""généralement"" in both contexts is used as an adverb meaning ""usually"" or ""generally."" In context_1, it describes the typical appreciation employees have for benefits during their professional life or retirement. In context_2, it describes the typical thought process of workers regarding a plan they contribute to. 

In both cases, ""généralement"" is used to indicate a common or usual occurrence or behavior. Therefore, the probability that ""généralement"" has the same meaning in both contexts is very high.

Probability: 95%"
NOUN,argent,argent,0,"Et ils peuvent à moins recueillir l' argent qu' ils mettent dans , plus les intérêts , quand ils quittent l' entreprise .","Et ils peuvent à moins recueillir l' argent qu' ils mettent dans , plus les intérêts , quand ils quittent l' entreprise .",4125707817384821083,0.95,"To determine the probability that the word ""argent"" has the same meaning in both contexts, we need to analyze the usage in each sentence.

In context_1: ""Les employés versent -ils leur part d' argent à installations récréatives ?"", the word ""argent"" refers to money or funds that employees contribute or allocate to recreational facilities. Here, ""argent"" is used in the sense of financial contribution or payment.

In context_2: ""Et ils peuvent à moins recueillir l' argent qu' ils mettent dans , plus les intérêts , quand ils quittent l' entreprise."", the word ""argent"" refers to money that is invested or saved, which can be collected along with interest when leaving the company. Here, ""argent"" is used in the sense of savings or investment.

In both contexts, ""argent"" refers to money in a financial sense, whether it is being contributed, saved, or invested. The core meaning of ""argent"" as money is consistent across both contexts.

Therefore, the probability that ""argent"" has the same meaning in both contexts is very high. I would estimate it to be around 95%."
VERB,rester,rester,0,"Ainsi , il y a une incitation supplémentaire à rester à travail .","Ainsi , il y a une incitation supplémentaire à rester à travail .",7244573177494195331,1.0,lone candidate
VERB,payer,payer,0,Assurez -vous de ne pas payer les jours fériés qui surviennent lorsqu' un employé ne travaillerait pas autrement .,Assurez -vous de ne pas payer les jours fériés qui surviennent lorsqu' un employé ne travaillerait pas autrement .,6235152224786645072,0.9,"The words ""payés"" and ""payer"" both relate to the concept of payment or compensation. In the given contexts, ""payés"" is used in the context of benefits paid through profit-sharing, while ""payer"" is used in the context of ensuring not to pay for holidays when an employee would not otherwise work. Both words are related to the act of providing monetary compensation or fulfilling a financial obligation.

Given these contexts, the probability that ""payés"" and ""payer"" have the same meaning in a dictionary is high, as they both pertain to the act of paying or compensating. The primary difference is that ""payés"" is a past participle form, while ""payer"" is the infinitive form of the verb. However, these grammatical differences do not affect the core meaning of the words.

Probability: 0.9 (90%)"
NOUN,maladies,maladie,0,"Feuilles d' absences , maladies , et mises à pied .","Feuilles d' absences , maladies , et mises à pied .",-7075437080403869731,1.0,lone candidate
NOUN,système,système,0,Envisager d' adopter un système de congés dans lequel le temps de repos est accordé avec un oeil à un minimum d' inconvénients à l' exploitation de l' usine .,Envisager d' adopter un système de congés dans lequel le temps de repos est accordé avec un oeil à un minimum d' inconvénients à l' exploitation de l' usine .,8054950359411537292,1.0,lone candidate
ADV,généralement,généralement,0,Il n' est généralement pas trop difficile de vendre des travailleurs sur cela car il leur donne des périodes de vacances plus longues .,Il n' est généralement pas trop difficile de vendre des travailleurs sur cela car il leur donne des périodes de vacances plus longues .,1650677534208141120,1.0,"The word ""généralement"" in both contexts is used as an adverb meaning ""usually"" or ""generally."" In both sentences, it serves to indicate a common or typical situation. In context_1, it describes the typical appreciation employees have for benefits, while in context_2, it describes the typical ease of convincing workers of something. The meaning of ""généralement"" is consistent across both contexts.

Probability that ""généralement"" has the same meaning in both contexts: 100%."
NOUN,vendredi,vendredi,0,"Par exemple , le vendredi après Thanksgiving peut être substitué à l' anniversaire de Washington .","Par exemple , le vendredi après Thanksgiving peut être substitué à l' anniversaire de Washington .",-5307923369900964591,1.0,lone candidate
NOUN,nombre,nombre,0,Cela réduit le nombre d' arrêts et de démarrages d' usines coûteux .,Cela réduit le nombre d' arrêts et de démarrages d' usines coûteux .,-8090342310684965866,0.95,"The word ""nombre"" in both contexts refers to a count or quantity of something. In context_1, it refers to the number of people on leave, and in context_2, it refers to the number of costly stops and starts of factories. Both usages involve counting or quantifying items or events. Therefore, the probability that ""nombre"" has the same meaning in both contexts is very high.

Probability: 95%"
VERB,travaille,travailler,0,Exiger que chaque employé travaille son dernier quart avant et après le jour férié pour être admissible à la rémunération .,Exiger que chaque employé travaille son dernier quart avant et après le jour férié pour être admissible à la rémunération .,5107654445146104682,1.0,lone candidate
VERB,utiliser,utiliser,0,Envisagez d' utiliser des distributeurs automatiques plutôt que des cafétérias subventionnées .,Envisagez d' utiliser des distributeurs automatiques plutôt que des cafétérias subventionnées .,352536264044310162,0.95,"The words ""Utilisez"" and ""utiliser"" are both forms of the French verb ""utiliser,"" which means ""to use"" in English. The difference between them is that ""Utilisez"" is the second person plural or formal singular imperative form, while ""utiliser"" is the infinitive form. Despite the difference in grammatical form, both words share the same core meaning of ""to use.""

In the given contexts:
- In context_1, ""Utilisez"" is used in the imperative form, instructing someone to use the most economical printing methods.
- In context_2, ""utiliser"" is in the infinitive form, suggesting the consideration of using vending machines instead of subsidized cafeterias.

Both contexts involve the act of using something, and the core meaning of the verb remains consistent across both examples. Therefore, the probability that ""Utilisez"" and ""utiliser"" have the same meaning in a dictionary is very high.

Probability: 0.95 (95%)"
NOUN,modèles,modèle,0,"Les derniers modèles servent des repas chauds à des prix raisonnables , et à un profit pour vous .","Les derniers modèles servent des repas chauds à des prix raisonnables , et à un profit pour vous .",-4597446048484440978,1.0,lone candidate
NOUN,cafétéria,cafétéria,0,"Si un concessionnaire dirige la cafétéria , gardez un œil sur la qualité et le prix .","Si un concessionnaire dirige la cafétéria , gardez un œil sur la qualité et le prix .",8774157631368855903,0.95,"The word ""cafétéria"" in both contexts refers to a place where food and drinks are served, typically in a self-service format. In context_1, the focus is on the operational aspects of running a cafeteria, including the possibility of using vending machines or pre-packaged sandwiches for certain shifts. In context_2, the focus is on the management of the cafeteria by a concessionaire, with attention to quality and pricing.

Despite the different focuses in the contexts, the core meaning of ""cafétéria"" as a place for serving food remains consistent. Therefore, the probability that ""cafétéria"" has the same meaning in both contexts is very high.

Probability: 95%"
NOUN,soupe,soupe,0,"Si la soupe goûte comme de l' eau de vaisselle , vos employés ne blâmeront pas le concessionnaire .","Si la soupe goûte comme de l' eau de vaisselle , vos employés ne blâmeront pas le concessionnaire .",-6309067024690202068,1.0,lone candidate
NOUN,emplacement,emplacement,0,Vérifiez l' emplacement de votre cafétéria pour vous assurer qu' il est pratique pour la plupart de employés .,Vérifiez l' emplacement de votre cafétéria pour vous assurer qu' il est pratique pour la plupart de employés .,-6035292020658013464,1.0,lone candidate
NOUN,minutes,minute,0,Vous pouvez économiser des minutes de production précieuses avec un changement .,Vous pouvez économiser des minutes de production précieuses avec un changement .,7028385008786907729,1.0,lone candidate
NOUN,vacances,vacances,0,Répartir vos vacances sur la durée la plus large possible ou fermer l' usine pendant deux semaines .,Répartir vos vacances sur la durée la plus large possible ou fermer l' usine pendant deux semaines .,279961264637329955,0.9,"The word ""vacances"" in both contexts refers to a period of time when someone is not working, typically for rest or leisure. In context_1, ""vacances"" is used in a more abstract or general sense, possibly referring to additional time off or breaks within a specific area or industry. In context_2, ""vacances"" clearly refers to a break or holiday period, specifically suggesting the closure of a factory for two weeks.

Given that both contexts involve the concept of time off from work, the probability that ""vacances"" has the same meaning in both contexts is high. The contexts suggest different applications or implications of the time off, but the core meaning remains consistent.

Probability: 0.9 (90%)"
NOUN,vacances,vacances,1,Cela réduira les dépenses de remplacement des vacances .,Cela réduira les dépenses de remplacement des vacances .,6787602020739328380,0.1,"The word ""vacances"" in French typically means ""holidays"" or ""vacation."" However, it can also mean ""vacancies"" in certain contexts, particularly in business or industrial settings.

In context_1, ""vacances"" is used in a sentence discussing limiting additional ""vacances"" to a zone or industrial models. This suggests that ""vacances"" could mean ""vacancies"" in this context, as it relates to industrial or business settings where vacancies might be relevant.

In context_2, ""vacances"" is used in a sentence about reducing replacement expenses for ""vacances."" This context suggests ""vacances"" could mean ""vacation"" or ""holidays,"" as it is common to discuss expenses related to covering for employees on vacation.

Given these contexts, the probability that ""vacances"" has the same meaning in both contexts is low. In context_1, it likely means ""vacancies,"" while in context_2, it likely means ""vacation"" or ""holidays.""

Probability: 10%"
NOUN,méthode,méthode,0,Et avec la méthode de fermeture il n' y aura aucun argument quant à qui obtient les dates de vacances de choix .,Et avec la méthode de fermeture il n' y aura aucun argument quant à qui obtient les dates de vacances de choix .,4891489702256608124,1.0,lone candidate
ADV,également,également,0,Assurez -vous également d' avoir des exigences raisonnables quant à heures travaillées avant qu' un employé de production ait droit à des vacances .,Assurez -vous également d' avoir des exigences raisonnables quant à heures travaillées avant qu' un employé de production ait droit à des vacances .,6765598852923442878,1.0,lone candidate
VERB,essayer,essayer,0,"Vous pourriez essayer de fournir des congés annuels standard , mais rendre la paye de vacances dépend de nombre d' heures travaillées l' année précédente .","Vous pourriez essayer de fournir des congés annuels standard , mais rendre la paye de vacances dépend de nombre d' heures travaillées l' année précédente .",3061542257306218214,0.95,"The words ""Essayez"" and ""essayer"" are both forms of the French verb ""essayer,"" which means ""to try"" or ""to attempt."" In the given contexts, both words are used in the sense of attempting or trying to do something. 

- In context_1, ""Essayez-vous"" is used in the context of attempting to maintain a principle regarding employee contribution programs.
- In context_2, ""essayer"" is used in the context of attempting to provide standard annual leave with a specific condition regarding vacation pay.

Both contexts involve the action of trying or attempting to implement or achieve something. Therefore, the probability that ""Essayez"" and ""essayer"" have the same meaning in these contexts is very high.

Probability: 95%"
NOUN,porte,porte,0,""" Par une porte déverrouillée "" , Madden complété .",""" Par une porte déverrouillée "" , Madden complété .",-441457570232693406,1.0,reference word
NOUN,porte,porte,0,""" Cette foutue porte "" , a dit le chef de la police .",""" Cette foutue porte "" , a dit le chef de la police .",-441457570232693406,1.0,"The word ""porte"" in both contexts is used as a noun in French, and it translates to ""door"" in English. In context_1, ""Par une porte déverrouillée"" translates to ""Through an unlocked door,"" and in context_2, ""Cette foutue porte"" translates to ""This damn door."" Both contexts refer to a physical door, indicating the same meaning.

Therefore, the probability that ""porte"" has the same meaning in both contexts is very high, close to 100%."
NOUN,visage,visage,0,Le visage sombre de Madden portait un look méditatif .,Le visage sombre de Madden portait un look méditatif .,-3233875273991669748,1.0,lone candidate
NOUN,collusion,collusion,0,""" S ' il y avait collusion entre un meurtrier extérieur et un membre de la famille , ce serait une précaution élémentaire de vérifier la porte plus tard .",""" S ' il y avait collusion entre un meurtrier extérieur et un membre de la famille , ce serait une précaution élémentaire de vérifier la porte plus tard .",1893930006746978662,1.0,reference word
NOUN,fenêtre,fenêtre,0,"Beaucoup mieux pour briser une fenêtre de cave "" .","Beaucoup mieux pour briser une fenêtre de cave "" .",7028122294059775934,1.0,lone candidate
VERB,oubliez,oublier,0,""" N' oubliez pas , il y avait l' espoir qu' il passerait pour une mort naturelle "" , Pauling lui a rappelé .",""" N' oubliez pas , il y avait l' espoir qu' il passerait pour une mort naturelle "" , Pauling lui a rappelé .",3731157838113256933,1.0,lone candidate
NOUN,maison,maison,0,""" Eh bien , avec une maison aussi grande qu' il doit y avoir à moins une fenêtre de cave qui ne serait pas remarquée tout de suite à moins qu' il y ait eu une enquête de police "" .",""" Eh bien , avec une maison aussi grande qu' il doit y avoir à moins une fenêtre de cave qui ne serait pas remarquée tout de suite à moins qu' il y ait eu une enquête de police "" .",-9110384212014980638,1.0,lone candidate
NOUN,vitre,vitre,0,"Et une vitre n' est pas difficile à ""","Et une vitre n' est pas difficile à """,2737410407462299965,1.0,lone candidate
NOUN,téléphone,téléphone,0,Le téléphone l' a interrompu .,Le téléphone l' a interrompu .,-1240694945000820057,1.0,lone candidate
VERB,dit,dire,0,"Il a pris le receveur et a dit , "" chef de la police "" , dans l' embout , et puis , "" Oh oui , M. Benson .","Il a pris le receveur et a dit , "" chef de la police "" , dans l' embout , et puis , "" Oh oui , M. Benson .",-4767583283252795385,1.0,reference word
NOUN,main,main,0,"Avec sa main libre , il a tiré un tampon et un crayon vers lui et a commencé à faire des notes en écoutant , disant , "" Uh-huh "" et "" Je vois "" à intervalles réguliers .","Avec sa main libre , il a tiré un tampon et un crayon vers lui et a commencé à faire des notes en écoutant , disant , "" Uh-huh "" et "" Je vois "" à intervalles réguliers .",-3747001011385691193,1.0,lone candidate
ADV,Enfin,enfin,0,"Enfin , il a dit , "" Eh bien , merci d' avoir appelé , M. Benson .","Enfin , il a dit , "" Eh bien , merci d' avoir appelé , M. Benson .",-243583825019556263,1.0,lone candidate
NOUN,doute,doute,0,"Bien qu' il n' y ait aucun doute dans mon esprit et que nous l' ayons traité comme un que je suis heureux de l' avoir rendu officiel "" .","Bien qu' il n' y ait aucun doute dans mon esprit et que nous l' ayons traité comme un que je suis heureux de l' avoir rendu officiel "" .",-4911895707637530686,1.0,lone candidate
NOUN,Coroner,coroner,0,""" Coroner "" , il a dit à Madden .",""" Coroner "" , il a dit à Madden .",5668851623742420884,1.0,lone candidate
NOUN,pathologiste,pathologiste,0,""" Il vient d' entendre le pathologiste qui dit que Mme Meeker est apparemment morte d' étouffement "" .",""" Il vient d' entendre le pathologiste qui dit que Mme Meeker est apparemment morte d' étouffement "" .",-6469897489617960339,1.0,lone candidate
VERB,regarda,regarder,0,Pauling regarda ses notes .,Pauling regarda ses notes .,-3088548677946689957,1.0,lone candidate
NOUN,hémorragies,hémorragie,0,""" Beaucoup d' hémorragies minuscules dans les poumons ; des particules de peluche et de fil dans la bouche et les narines .",""" Beaucoup d' hémorragies minuscules dans les poumons ; des particules de peluche et de fil dans la bouche et les narines .",1422651450161541176,1.0,reference word
NOUN,fil,fil,0,Séparations de linge de lit identiques à la peluche et à fil trouvés dans les cavités nasales et buccales .,Séparations de linge de lit identiques à la peluche et à fil trouvés dans les cavités nasales et buccales .,6331373481612268749,1.0,lone candidate
ADJ,autre,autre,0,Aucune autre cause de décès apparente .,Aucune autre cause de décès apparente .,-633111492522486507,0.95,"The words ""autres"" and ""autre"" are both forms of the French adjective meaning ""other."" In the given contexts, ""autres"" is the plural form, while ""autre"" is the singular form. Despite the difference in number, they share the same core meaning of indicating something additional or different from what has been mentioned. Therefore, the probability that they have the same meaning in a dictionary is very high.

Probability: 95%"
NOUN,Trachée,trachée,0,Trachée libre de mucus et d' objets étrangers .,Trachée libre de mucus et d' objets étrangers .,-6082627314126908367,1.0,lone candidate
NOUN,Cerveau,cerveau,0,"Cerveau examiné pour une thrombose , un caillot ou une hémorragie .","Cerveau examiné pour une thrombose , un caillot ou une hémorragie .",3197396614458770490,1.0,lone candidate
NOUN,hémorragie,hémorragie,0,"Aucun signe de ceux-ci , pas d' hémorragie grossière de poumons , de cœur , de cerveau ou de l' estomac "" .","Aucun signe de ceux-ci , pas d' hémorragie grossière de poumons , de cœur , de cerveau ou de l' estomac "" .",1422651450161541176,0.95,"The words ""hémorragies"" and ""hémorragie"" are essentially the same word, with ""hémorragies"" being the plural form and ""hémorragie"" being the singular form. Both refer to the medical condition of bleeding or hemorrhage. The contexts provided do not suggest any significant difference in meaning between the singular and plural forms; they both refer to the occurrence of bleeding in a medical context. Therefore, the probability that they have the same meaning in a dictionary is very high.

Probability: 95%"
NOUN,mort,mort,0,"Oh , l' heure de la mort .","Oh , l' heure de la mort .",2068507856398077217,1.0,lone candidate
NOUN,durée,durée,0,"La durée de processus digestif varie , dit le pathologiste , mais l' estomac vide et les résultats dans le tube digestif supérieur indiquent que Mme Meeker est morte plusieurs heures après son dîner de sept heures .","La durée de processus digestif varie , dit le pathologiste , mais l' estomac vide et les résultats dans le tube digestif supérieur indiquent que Mme Meeker est morte plusieurs heures après son dîner de sept heures .",3137734723754315988,1.0,lone candidate
ADV,Probablement,probablement,0,"Probablement vers minuit , donner ou prendre une heure dans les deux sens "" .","Probablement vers minuit , donner ou prendre une heure dans les deux sens "" .",-3223472612018382159,1.0,lone candidate
ADV,encore,encore,0,Pauling s' est encore arrêté .,Pauling s' est encore arrêté .,-4214916214467192219,1.0,lone candidate
VERB,dit,dire,0,""" Alors voilà "" , a -t -il dit .",""" Alors voilà "" , a -t -il dit .",-4767583283252795385,0.95,"The word ""dit"" in both contexts is the past participle of the verb ""dire"" in French, which means ""to say"" or ""to tell."" In both contexts, ""dit"" is used to indicate that someone has spoken or said something. The contexts provided do not suggest any significant difference in meaning; they both involve someone saying something. Therefore, the probability that ""dit"" has the same meaning in both contexts is very high, close to 100%."
NOUN,problème,problème,0,""" Pas votre problème , bien sûr , à moins que Johnston et le meurtrier ne soient un seul et même "" .",""" Pas votre problème , bien sûr , à moins que Johnston et le meurtrier ne soient un seul et même "" .",-5359032001573437798,1.0,lone candidate
VERB,dit,dire,0,"Cependant probablement il était , Pauling dit , il ne pouvait pas se limiter à elle .","Cependant probablement il était , Pauling dit , il ne pouvait pas se limiter à elle .",-4767583283252795385,0.95,"The word ""dit"" in both contexts is the past tense of the verb ""dire"" in French, which means ""to say"" or ""to tell."" In both contexts, ""dit"" is used to indicate that someone is saying something. 

- In context_1, ""dit"" is used in a direct speech context, where someone is speaking into a receiver and saying specific words.
- In context_2, ""dit"" is used to report what someone, Pauling, has said, likely in an indirect speech context.

Despite the different contexts, the core meaning of ""dit"" as a form of ""dire"" remains the same: it refers to the act of saying or telling something. Therefore, the probability that ""dit"" has the same meaning in both contexts is very high.

Probability: 0.95 (95%)"
VERB,chercher,chercher,0,"Il a dû chercher d' autres perspectives , d' autres motifs jusqu' à ce que des preuves plus concluantes pointant vers Johnston soient révélées .","Il a dû chercher d' autres perspectives , d' autres motifs jusqu' à ce que des preuves plus concluantes pointant vers Johnston soient révélées .",-3041178716140895611,1.0,lone candidate
NOUN,fraude,fraude,0,"Madden , avec son enquête centrée sur la fraude , a dit que demain il irait à la banque Bronx à travers laquelle les chèques de Mme Meeker à Johnston avait autorisé .","Madden , avec son enquête centrée sur la fraude , a dit que demain il irait à la banque Bronx à travers laquelle les chèques de Mme Meeker à Johnston avait autorisé .",5952244180767228809,1.0,reference word
