pos,text,lemma,lemma_meaning,example,context,y_pred,pred,process
NOUN,invalidité,invalidité,0,Vérifiez si certaines de vos prestations - comme l' indemnité d' invalidité en cours d' emploi - peuvent être versées directement plutôt qu' à titre d' épargne .,Vérifiez si certaines de vos prestations - comme l' indemnité d' invalidité en cours d' emploi - peuvent être versées directement plutôt qu' à titre d' épargne .,4944685229350607001,1.0,lone candidate
VERB,Utiliser,utiliser,0,Utiliser une assurance déductible dans la mesure de possible .,Utiliser une assurance déductible dans la mesure de possible .,352536264044310162,0.95,"The words ""Utilisez"" and ""Utiliser"" are both forms of the verb ""utiliser,"" which means ""to use"" in French. ""Utilisez"" is the second person plural form (imperative) of the verb, while ""Utiliser"" is the infinitive form. 

In the provided contexts, both words relate to the act of using something, whether it be methods of printing or insurance. 

Given that both words derive from the same root and convey the same core meaning of ""to use,"" I would estimate the probability that they have the same meaning in a dictionary to be quite high.

Probability: 0.95"
NOUN,assurance,assurance,0,Il peut mettre fin à réclamations marginales qui font des ravages avec vos taux d' assurance .,Il peut mettre fin à réclamations marginales qui font des ravages avec vos taux d' assurance .,-3753236749260914602,0.85,"The word ""assurance"" in both contexts refers to a form of insurance or coverage, particularly in relation to financial protection against risks. In the first context, it discusses a specific insurance plan and its cost, while in the second context, it addresses the impact of claims on insurance rates. 

Given that both usages pertain to the concept of insurance, I would estimate the probability that they have the same meaning in a dictionary to be high.

Probability: 0.85"
ADV,Aussi,aussi,0,"Aussi , méfiez -vous des politiques ouvertes , en particulier dans le domaine médical .","Aussi , méfiez -vous des politiques ouvertes , en particulier dans le domaine médical .",-3264313127433880015,1.0,reference word
NOUN,fois,fois,0,"Cela signifiera que chaque fois qu' il ya une augmentation de taux d' hospitalisation , votre coût montera de la même manière .","Cela signifiera que chaque fois qu' il ya une augmentation de taux d' hospitalisation , votre coût montera de la même manière .",-907449236488448497,1.0,lone candidate
NOUN,dollars,dollar,0,Inscrire une limite de dollars et de cents sur les prestations .,Inscrire une limite de dollars et de cents sur les prestations .,-4775475603289475065,1.0,lone candidate
NOUN,assurance,assurance,0,N' allez pas trop loin sur l' assurance qui paie les prestations seulement à décès .,N' allez pas trop loin sur l' assurance qui paie les prestations seulement à décès .,-3753236749260914602,0.85,"The word ""assurance"" in both contexts refers to a form of insurance or a guarantee related to financial protection or benefits. In context_1, it pertains to a specific insurance plan or policy that a worker is aware of, while in context_2, it discusses insurance that provides benefits only upon death. 

Given that both usages relate to the concept of insurance, I would estimate the probability that they have the same meaning in a dictionary to be quite high.

Probability: 0.85"
ADV,Généralement,généralement,0,"Généralement , votre employé appréciera grandement les avantages qui le protègent pendant sa vie professionnelle ou pendant sa retraite .","Généralement , votre employé appréciera grandement les avantages qui le protègent pendant sa vie professionnelle ou pendant sa retraite .",1650677534208141120,1.0,reference word
NOUN,deuil,deuil,0,"Lors de l' octroi de congés de deuil , préciser la durée maximale de congés et indiquer la relation entre le travailleur et le défunt .","Lors de l' octroi de congés de deuil , préciser la durée maximale de congés et indiquer la relation entre le travailleur et le défunt .",-5292540461095453405,1.0,lone candidate
ADV,Ainsi,ainsi,0,"Ainsi , vous évitez les maux de tête quand un employé veut partir pour les funérailles de son quatrième cousin .","Ainsi , vous évitez les maux de tête quand un employé veut partir pour les funérailles de son quatrième cousin .",5563947415860002228,1.0,lone candidate
ADV,Aussi,aussi,0,"Aussi , réservez le droit d' exiger la preuve de la mort malgré le fait que vous ne l' utiliserez probablement jamais .","Aussi , réservez le droit d' exiger la preuve de la mort malgré le fait que vous ne l' utiliserez probablement jamais .",-3264313127433880015,0.95,"The word ""Aussi"" in both contexts is used as a conjunction meaning ""also"" or ""too."" In both sentences, it serves to introduce an additional point or consideration. Given that the meaning remains consistent across both contexts, I would assign a high probability that they have the same meaning in a dictionary.

Probability: 0.95"
VERB,soulager,soulager,0,Les distributeurs automatiques peuvent soulager la longue randonnée à la cafétéria pendant la pause avec la perte de temps de production qui en résulte .,Les distributeurs automatiques peuvent soulager la longue randonnée à la cafétéria pendant la pause avec la perte de temps de production qui en résulte .,-6778851950277184656,1.0,lone candidate
NOUN,café,café,0,"Si le café est vendu à la cafétéria , laissez quelques travailleurs dans chaque département l' obtenir pour tout le groupe .","Si le café est vendu à la cafétéria , laissez quelques travailleurs dans chaque département l' obtenir pour tout le groupe .",8542564420889952412,1.0,lone candidate
NOUN,lignes,ligne,0,Envisager d' installer des lignes de service supplémentaires dans les zones de production .,Envisager d' installer des lignes de service supplémentaires dans les zones de production .,-5203648128582546320,1.0,lone candidate
NOUN,lait,lait,0,"Assurez -vous que le lait pour le café est placé dans des distributeurs plutôt que dans des contenants , si vous fournissez le café .","Assurez -vous que le lait pour le café est placé dans des distributeurs plutôt que dans des contenants , si vous fournissez le café .",-1235362824743800561,1.0,lone candidate
NOUN,facture,facture,0,"Sinon , vous pouvez être selled avec une bonne facture de lait de bonne taille par les buveurs de lait .","Sinon , vous pouvez être selled avec une bonne facture de lait de bonne taille par les buveurs de lait .",-5475266201027264383,1.0,lone candidate
NOUN,âge,âge,0,Maintenez l' âge de la retraite flexible afin que les artisans qualifiés tels que les outils et les fabricants peuvent être maintenus sur le travail pour la commodité de l' entreprise .,Maintenez l' âge de la retraite flexible afin que les artisans qualifiés tels que les outils et les fabricants peuvent être maintenus sur le travail pour la commodité de l' entreprise .,-8504056385047086210,0.95,"The word ""âge"" in both contexts refers to the concept of ""age"" in relation to retirement. In the first context, it discusses a specific retirement age of 65 years, while the second context talks about maintaining flexibility in retirement age for skilled workers. 

Since both usages of ""âge"" pertain to the same concept of age in the context of retirement, I would assess the probability that they have the same meaning as high.

Probability: 0.95"
NOUN,âge,âge,1,Et ainsi les morts-vivants sur la paie peuvent être apaisés à l' âge le plus tôt possible .,Et ainsi les morts-vivants sur la paie peuvent être apaisés à l' âge le plus tôt possible .,5049613659689769040,0.3,"The word ""âge"" in both contexts refers to the concept of age, but the specific implications differ slightly. In context 1, it relates to a retirement age, which is a specific point in time associated with a person's life and work. In context 2, it refers to the age of the undead, which is more abstract and relates to a state of being rather than a specific point in time.

Given these nuances, while both usages of ""âge"" pertain to the concept of age, they do not convey the same meaning in their respective contexts. Therefore, I would assign a low probability that they have the same meaning.

Probability: 0.3"
NOUN,âge,âge,0,Assurez -vous d' avoir un minimum d' âge et de temps sur les exigences professionnelles liées à votre régime de retraite .,Assurez -vous d' avoir un minimum d' âge et de temps sur les exigences professionnelles liées à votre régime de retraite .,-8504056385047086210,0.95,"The word ""âge"" in both contexts refers to the concept of age, specifically in relation to retirement. In context 1, it discusses an arbitrary retirement age of 65 years, while in context 2, it emphasizes the importance of having a minimum age related to professional requirements for retirement plans. 

Given that both contexts deal with the same concept of age in relation to retirement, I would assess the probability that they have the same meaning as high.

Probability: 0.95"
ADJ,jeunes,jeune,0,Les jeunes hommes ne considèrent généralement pas les pensions comme un facteur important de prestations d' emploi et ils sont susceptibles de changer d' emploi plusieurs fois avant de s' installer .,Les jeunes hommes ne considèrent généralement pas les pensions comme un facteur important de prestations d' emploi et ils sont susceptibles de changer d' emploi plusieurs fois avant de s' installer .,-5124042861491855332,1.0,lone candidate
VERB,Choisissez,choisir,0,Choisissez soigneusement entre les régimes de retraite contributifs ou non contributifs .,Choisissez soigneusement entre les régimes de retraite contributifs ou non contributifs .,-3166936214890130291,1.0,lone candidate
ADV,généralement,généralement,0,Les travailleurs pensent généralement plus à un plan à ils contribuent .,Les travailleurs pensent généralement plus à un plan à ils contribuent .,1650677534208141120,0.95,"The words ""Généralement"" and ""généralement"" are the same word in different cases (capitalized and lowercase). They both mean ""generally"" in English, indicating a common or typical occurrence. 

Given that they are the same word used in similar contexts, the probability that they have the same meaning is very high. 

Probability: 0.95"
NOUN,argent,argent,0,"Et ils peuvent à moins recueillir l' argent qu' ils mettent dans , plus les intérêts , quand ils quittent l' entreprise .","Et ils peuvent à moins recueillir l' argent qu' ils mettent dans , plus les intérêts , quand ils quittent l' entreprise .",4125707817384821083,0.95,"The word ""argent"" in both contexts refers to money or currency. In the first context, it is about employees contributing their share of money to recreational facilities, while in the second context, it discusses collecting money along with interest when leaving a company. 

Given that both instances of ""argent"" clearly refer to the same concept of money, I would assign a high probability that they have the same meaning in a dictionary.

Probability: 0.95"
VERB,rester,rester,0,"Ainsi , il y a une incitation supplémentaire à rester à travail .","Ainsi , il y a une incitation supplémentaire à rester à travail .",7244573177494195331,1.0,lone candidate
VERB,payer,payer,0,Assurez -vous de ne pas payer les jours fériés qui surviennent lorsqu' un employé ne travaillerait pas autrement .,Assurez -vous de ne pas payer les jours fériés qui surviennent lorsqu' un employé ne travaillerait pas autrement .,6235152224786645072,0.65,"To determine the probability that ""payés"" and ""payer"" have the same meaning, we need to analyze their meanings in the provided contexts.

1. **""payés""**: This is the past participle form of the verb ""payer"" (to pay) in French, used here to refer to benefits that have been paid out or compensated. The context suggests a discussion about limiting additional social benefits that are already compensated through profit-sharing.

2. **""payer""**: This is the infinitive form of the verb, meaning ""to pay."" The context discusses ensuring that holidays are not paid for when an employee would not otherwise be working.

Both words are related to the act of payment, but they are used in different grammatical forms. ""Payés"" refers to something that has already been paid, while ""payer"" refers to the action of paying in general.

Given that both words are derived from the same root and are related to the concept of payment, but are used in different contexts and grammatical forms, I would assign a moderate probability that they have the same meaning.

**Probability**: 0.65"
NOUN,maladies,maladie,0,"Feuilles d' absences , maladies , et mises à pied .","Feuilles d' absences , maladies , et mises à pied .",-7075437080403869731,1.0,lone candidate
NOUN,système,système,0,Envisager d' adopter un système de congés dans lequel le temps de repos est accordé avec un oeil à un minimum d' inconvénients à l' exploitation de l' usine .,Envisager d' adopter un système de congés dans lequel le temps de repos est accordé avec un oeil à un minimum d' inconvénients à l' exploitation de l' usine .,8054950359411537292,1.0,lone candidate
ADV,généralement,généralement,0,Il n' est généralement pas trop difficile de vendre des travailleurs sur cela car il leur donne des périodes de vacances plus longues .,Il n' est généralement pas trop difficile de vendre des travailleurs sur cela car il leur donne des périodes de vacances plus longues .,1650677534208141120,0.95,"The words ""Généralement"" and ""généralement"" are the same word in different cases (capitalized vs. lowercase) and have the same meaning in both contexts provided. They both translate to ""generally"" in English, indicating a common or typical situation. 

Given that they are the same word used in similar contexts, I would assign a high probability that they have the same meaning.

Probability: 0.95"
NOUN,vendredi,vendredi,0,"Par exemple , le vendredi après Thanksgiving peut être substitué à l' anniversaire de Washington .","Par exemple , le vendredi après Thanksgiving peut être substitué à l' anniversaire de Washington .",-5307923369900964591,1.0,lone candidate
NOUN,nombre,nombre,0,Cela réduit le nombre d' arrêts et de démarrages d' usines coûteux .,Cela réduit le nombre d' arrêts et de démarrages d' usines coûteux .,-8090342310684965866,0.95,"The word ""nombre"" in both contexts refers to a count or quantity of something. In context 1, it pertains to the number of people on leave, while in context 2, it refers to the number of stops and starts of costly factories. Despite the different subjects, the core meaning of ""nombre"" as a count remains consistent.

Given this analysis, I would assign a high probability that the two instances of ""nombre"" have the same meaning in a dictionary context.

Probability: 0.95"
VERB,travaille,travailler,0,Exiger que chaque employé travaille son dernier quart avant et après le jour férié pour être admissible à la rémunération .,Exiger que chaque employé travaille son dernier quart avant et après le jour férié pour être admissible à la rémunération .,5107654445146104682,1.0,lone candidate
VERB,utiliser,utiliser,0,Envisagez d' utiliser des distributeurs automatiques plutôt que des cafétérias subventionnées .,Envisagez d' utiliser des distributeurs automatiques plutôt que des cafétérias subventionnées .,352536264044310162,0.95,"The words ""Utilisez"" and ""utiliser"" are forms of the same verb in French. ""Utilisez"" is the second person plural form (imperative) of ""utiliser,"" which means ""to use."" In both contexts provided, the meaning revolves around the act of using something.

Given that both words derive from the same root and convey the same fundamental action of using, I would assess the probability that they have the same meaning in a dictionary as very high.

Probability: 0.95"
NOUN,modèles,modèle,0,"Les derniers modèles servent des repas chauds à des prix raisonnables , et à un profit pour vous .","Les derniers modèles servent des repas chauds à des prix raisonnables , et à un profit pour vous .",-4597446048484440978,1.0,lone candidate
NOUN,cafétéria,cafétéria,0,"Si un concessionnaire dirige la cafétéria , gardez un œil sur la qualité et le prix .","Si un concessionnaire dirige la cafétéria , gardez un œil sur la qualité et le prix .",8774157631368855903,0.95,"The words ""cafétéria"" in both contexts refer to the same concept of a cafeteria, which is a place where food is served, typically in a self-service manner. The contexts provided do not suggest any different meanings or nuances for the term. 

Given this analysis, the probability that the two instances of ""cafétéria"" have the same meaning is very high.

Probability: 0.95"
NOUN,soupe,soupe,0,"Si la soupe goûte comme de l' eau de vaisselle , vos employés ne blâmeront pas le concessionnaire .","Si la soupe goûte comme de l' eau de vaisselle , vos employés ne blâmeront pas le concessionnaire .",-6309067024690202068,1.0,lone candidate
NOUN,emplacement,emplacement,0,Vérifiez l' emplacement de votre cafétéria pour vous assurer qu' il est pratique pour la plupart de employés .,Vérifiez l' emplacement de votre cafétéria pour vous assurer qu' il est pratique pour la plupart de employés .,-6035292020658013464,1.0,lone candidate
NOUN,minutes,minute,0,Vous pouvez économiser des minutes de production précieuses avec un changement .,Vous pouvez économiser des minutes de production précieuses avec un changement .,7028385008786907729,1.0,lone candidate
NOUN,vacances,vacances,0,Répartir vos vacances sur la durée la plus large possible ou fermer l' usine pendant deux semaines .,Répartir vos vacances sur la durée la plus large possible ou fermer l' usine pendant deux semaines .,279961264637329955,0.95,"The word ""vacances"" in both contexts refers to the concept of ""holidays"" or ""vacation time."" In the first context, it discusses limiting additional holidays in a specific area or for industrial models, while in the second context, it talks about distributing vacation time or closing a factory for two weeks. 

Since both contexts clearly relate to the same concept of taking time off or holidays, I would assign a high probability that they have the same meaning.

Probability: 0.95"
NOUN,vacances,vacances,0,Cela réduira les dépenses de remplacement des vacances .,Cela réduira les dépenses de remplacement des vacances .,279961264637329955,0.95,"The word ""vacances"" in both contexts refers to the concept of ""vacation"" or ""holidays."" In context_1, it discusses limiting additional vacations in a specific area or for industrial models, while in context_2, it refers to reducing replacement costs related to vacations. 

Since both usages pertain to the same general concept of time off or holidays, I would assess the probability that they have the same meaning as high.

Probability: 0.95"
NOUN,méthode,méthode,0,Et avec la méthode de fermeture il n' y aura aucun argument quant à qui obtient les dates de vacances de choix .,Et avec la méthode de fermeture il n' y aura aucun argument quant à qui obtient les dates de vacances de choix .,4891489702256608124,1.0,lone candidate
ADV,également,également,0,Assurez -vous également d' avoir des exigences raisonnables quant à heures travaillées avant qu' un employé de production ait droit à des vacances .,Assurez -vous également d' avoir des exigences raisonnables quant à heures travaillées avant qu' un employé de production ait droit à des vacances .,6765598852923442878,1.0,lone candidate
VERB,essayer,essayer,0,"Vous pourriez essayer de fournir des congés annuels standard , mais rendre la paye de vacances dépend de nombre d' heures travaillées l' année précédente .","Vous pourriez essayer de fournir des congés annuels standard , mais rendre la paye de vacances dépend de nombre d' heures travaillées l' année précédente .",3061542257306218214,0.95,"To determine the probability that ""Essayez"" and ""essayer"" have the same meaning, we need to analyze their contexts and meanings.

1. **Word Forms**: ""Essayez"" is the second person plural form of the verb ""essayer"" in French, which means ""to try."" In this case, ""Essayez"" translates to ""Try"" in English, addressing a group or formal context. ""Essayer"" is the infinitive form of the same verb.

2. **Context Analysis**:
   - In context_1, ""Essayez"" is used in a sentence discussing maintaining a principle related to employee contribution programs. The use of ""Essayez"" suggests an encouragement or suggestion to attempt to uphold this principle.
   - In context_2, ""essayer"" is used in a context where someone is suggesting to attempt to provide standard annual leave while linking vacation pay to hours worked. Here, ""essayer"" also implies an attempt or effort to implement a suggestion.

3. **Meaning Comparison**: Both words convey the idea of attempting or trying to do something. The contexts indicate that both are used to suggest making an effort towards a specific goal or action.

Given this analysis, the two words are different forms of the same verb and share the same core meaning of ""to try"" or ""to attempt."" 

**Probability Assessment**: Considering the shared meaning and the contexts in which they are used, I would assign a high probability that ""Essayez"" and ""essayer"" have the same meaning.

**Probability**: 0.95 (or 95%)"
NOUN,porte,porte,0,""" Par une porte déverrouillée "" , Madden complété .",""" Par une porte déverrouillée "" , Madden complété .",-441457570232693406,1.0,reference word
NOUN,porte,porte,0,""" Cette foutue porte "" , a dit le chef de la police .",""" Cette foutue porte "" , a dit le chef de la police .",-441457570232693406,0.95,"The two instances of the word ""porte"" in the provided contexts refer to the same object, which is a door. In both contexts, ""porte"" is used to describe a physical entryway. 

Given that both contexts involve the same noun and refer to the same concept of a door, I would assign a high probability that they have the same meaning in a dictionary.

Probability: 0.95"
NOUN,visage,visage,0,Le visage sombre de Madden portait un look méditatif .,Le visage sombre de Madden portait un look méditatif .,-3233875273991669748,1.0,lone candidate
NOUN,collusion,collusion,0,""" S ' il y avait collusion entre un meurtrier extérieur et un membre de la famille , ce serait une précaution élémentaire de vérifier la porte plus tard .",""" S ' il y avait collusion entre un meurtrier extérieur et un membre de la famille , ce serait une précaution élémentaire de vérifier la porte plus tard .",1893930006746978662,1.0,reference word
NOUN,fenêtre,fenêtre,0,"Beaucoup mieux pour briser une fenêtre de cave "" .","Beaucoup mieux pour briser une fenêtre de cave "" .",7028122294059775934,1.0,lone candidate
VERB,oubliez,oublier,0,""" N' oubliez pas , il y avait l' espoir qu' il passerait pour une mort naturelle "" , Pauling lui a rappelé .",""" N' oubliez pas , il y avait l' espoir qu' il passerait pour une mort naturelle "" , Pauling lui a rappelé .",3731157838113256933,1.0,lone candidate
NOUN,maison,maison,0,""" Eh bien , avec une maison aussi grande qu' il doit y avoir à moins une fenêtre de cave qui ne serait pas remarquée tout de suite à moins qu' il y ait eu une enquête de police "" .",""" Eh bien , avec une maison aussi grande qu' il doit y avoir à moins une fenêtre de cave qui ne serait pas remarquée tout de suite à moins qu' il y ait eu une enquête de police "" .",-9110384212014980638,1.0,lone candidate
NOUN,vitre,vitre,0,"Et une vitre n' est pas difficile à ""","Et une vitre n' est pas difficile à """,2737410407462299965,1.0,lone candidate
NOUN,téléphone,téléphone,0,Le téléphone l' a interrompu .,Le téléphone l' a interrompu .,-1240694945000820057,1.0,lone candidate
VERB,dit,dire,0,"Il a pris le receveur et a dit , "" chef de la police "" , dans l' embout , et puis , "" Oh oui , M. Benson .","Il a pris le receveur et a dit , "" chef de la police "" , dans l' embout , et puis , "" Oh oui , M. Benson .",-4767583283252795385,1.0,reference word
NOUN,main,main,0,"Avec sa main libre , il a tiré un tampon et un crayon vers lui et a commencé à faire des notes en écoutant , disant , "" Uh-huh "" et "" Je vois "" à intervalles réguliers .","Avec sa main libre , il a tiré un tampon et un crayon vers lui et a commencé à faire des notes en écoutant , disant , "" Uh-huh "" et "" Je vois "" à intervalles réguliers .",-3747001011385691193,1.0,lone candidate
ADV,Enfin,enfin,0,"Enfin , il a dit , "" Eh bien , merci d' avoir appelé , M. Benson .","Enfin , il a dit , "" Eh bien , merci d' avoir appelé , M. Benson .",-243583825019556263,1.0,lone candidate
NOUN,doute,doute,0,"Bien qu' il n' y ait aucun doute dans mon esprit et que nous l' ayons traité comme un que je suis heureux de l' avoir rendu officiel "" .","Bien qu' il n' y ait aucun doute dans mon esprit et que nous l' ayons traité comme un que je suis heureux de l' avoir rendu officiel "" .",-4911895707637530686,1.0,lone candidate
NOUN,Coroner,coroner,0,""" Coroner "" , il a dit à Madden .",""" Coroner "" , il a dit à Madden .",5668851623742420884,1.0,lone candidate
NOUN,pathologiste,pathologiste,0,""" Il vient d' entendre le pathologiste qui dit que Mme Meeker est apparemment morte d' étouffement "" .",""" Il vient d' entendre le pathologiste qui dit que Mme Meeker est apparemment morte d' étouffement "" .",-6469897489617960339,1.0,lone candidate
VERB,regarda,regarder,0,Pauling regarda ses notes .,Pauling regarda ses notes .,-3088548677946689957,1.0,lone candidate
NOUN,hémorragies,hémorragie,0,""" Beaucoup d' hémorragies minuscules dans les poumons ; des particules de peluche et de fil dans la bouche et les narines .",""" Beaucoup d' hémorragies minuscules dans les poumons ; des particules de peluche et de fil dans la bouche et les narines .",1422651450161541176,1.0,reference word
NOUN,fil,fil,0,Séparations de linge de lit identiques à la peluche et à fil trouvés dans les cavités nasales et buccales .,Séparations de linge de lit identiques à la peluche et à fil trouvés dans les cavités nasales et buccales .,6331373481612268749,1.0,lone candidate
ADJ,autre,autre,0,Aucune autre cause de décès apparente .,Aucune autre cause de décès apparente .,-633111492522486507,0.85,"The words ""autres"" and ""autre"" are both forms of the French word meaning ""other"" or ""another."" In the contexts provided, ""autres"" is the plural form, while ""autre"" is the singular form. 

In the first context, ""autres techniques"" refers to multiple techniques, while in the second context, ""autre cause"" refers to a single cause. Despite the difference in number, both words convey the same underlying meaning of ""other"" or ""another.""

Given this analysis, I would assign a high probability that these words have the same meaning in a dictionary context, specifically in terms of their semantic role. 

Probability: 0.85"
NOUN,Trachée,trachée,0,Trachée libre de mucus et d' objets étrangers .,Trachée libre de mucus et d' objets étrangers .,-6082627314126908367,1.0,lone candidate
NOUN,Cerveau,cerveau,0,"Cerveau examiné pour une thrombose , un caillot ou une hémorragie .","Cerveau examiné pour une thrombose , un caillot ou une hémorragie .",3197396614458770490,1.0,lone candidate
NOUN,hémorragie,hémorragie,0,"Aucun signe de ceux-ci , pas d' hémorragie grossière de poumons , de cœur , de cerveau ou de l' estomac "" .","Aucun signe de ceux-ci , pas d' hémorragie grossière de poumons , de cœur , de cerveau ou de l' estomac "" .",1422651450161541176,0.95,"The words ""hémorragies"" and ""hémorragie"" both refer to the same concept of bleeding, with ""hémorragies"" being the plural form of ""hémorragie."" Given that they are different forms of the same word, they share the same meaning. 

Probability that they have the same meaning: 95%"
NOUN,mort,mort,0,"Oh , l' heure de la mort .","Oh , l' heure de la mort .",2068507856398077217,1.0,lone candidate
NOUN,durée,durée,0,"La durée de processus digestif varie , dit le pathologiste , mais l' estomac vide et les résultats dans le tube digestif supérieur indiquent que Mme Meeker est morte plusieurs heures après son dîner de sept heures .","La durée de processus digestif varie , dit le pathologiste , mais l' estomac vide et les résultats dans le tube digestif supérieur indiquent que Mme Meeker est morte plusieurs heures après son dîner de sept heures .",3137734723754315988,1.0,lone candidate
ADV,Probablement,probablement,0,"Probablement vers minuit , donner ou prendre une heure dans les deux sens "" .","Probablement vers minuit , donner ou prendre une heure dans les deux sens "" .",-3223472612018382159,1.0,lone candidate
ADV,encore,encore,0,Pauling s' est encore arrêté .,Pauling s' est encore arrêté .,-4214916214467192219,1.0,lone candidate
VERB,dit,dire,0,""" Alors voilà "" , a -t -il dit .",""" Alors voilà "" , a -t -il dit .",-4767583283252795385,0.95,"The word ""dit"" in both contexts refers to the act of speaking or saying something. In the first context, it is used in a sentence where someone is quoting what was said, while in the second context, it is simply reporting that someone said something. 

Since both instances of ""dit"" convey the same core meaning of expressing speech, I would assign a high probability that they have the same meaning in a dictionary.

Probability: 0.95"
NOUN,problème,problème,0,""" Pas votre problème , bien sûr , à moins que Johnston et le meurtrier ne soient un seul et même "" .",""" Pas votre problème , bien sûr , à moins que Johnston et le meurtrier ne soient un seul et même "" .",-5359032001573437798,1.0,lone candidate
VERB,dit,dire,0,"Cependant probablement il était , Pauling dit , il ne pouvait pas se limiter à elle .","Cependant probablement il était , Pauling dit , il ne pouvait pas se limiter à elle .",-4767583283252795385,0.95,"The word ""dit"" in both contexts refers to the act of speaking or stating something. In the first context, it is used in a direct speech format where someone is quoting what was said. In the second context, it is used to indicate that Pauling is expressing an opinion or statement.

Given that both instances of ""dit"" convey the meaning of ""to say"" or ""to state,"" we can conclude that they have the same meaning in this context.

Probability that they have the same meaning: **0.95**"
VERB,chercher,chercher,0,"Il a dû chercher d' autres perspectives , d' autres motifs jusqu' à ce que des preuves plus concluantes pointant vers Johnston soient révélées .","Il a dû chercher d' autres perspectives , d' autres motifs jusqu' à ce que des preuves plus concluantes pointant vers Johnston soient révélées .",-3041178716140895611,1.0,lone candidate
NOUN,fraude,fraude,0,"Madden , avec son enquête centrée sur la fraude , a dit que demain il irait à la banque Bronx à travers laquelle les chèques de Mme Meeker à Johnston avait autorisé .","Madden , avec son enquête centrée sur la fraude , a dit que demain il irait à la banque Bronx à travers laquelle les chèques de Mme Meeker à Johnston avait autorisé .",5952244180767228809,1.0,reference word
NOUN,collusion,collusion,0,Il aurait pu être en collusion avec Johnston sur la fraude ; il pourrait être le meurtrier de Mme Meeker ou avoir joué un rôle dans sa mort .,Il aurait pu être en collusion avec Johnston sur la fraude ; il pourrait être le meurtrier de Mme Meeker ou avoir joué un rôle dans sa mort .,1893930006746978662,0.95,"The two instances of the word ""collusion"" in the provided contexts refer to the same concept of secret or illegal cooperation or conspiracy, particularly in relation to wrongdoing. In both contexts, ""collusion"" implies a partnership in deceitful or criminal activities. 

Given this analysis, the probability that the two instances of ""collusion"" have the same meaning is very high. 

Probability: 0.95"
NOUN,tête,tête,0,C' était la suggestion de Madden ; le chef de la police s' est secoué la tête dessus .,C' était la suggestion de Madden ; le chef de la police s' est secoué la tête dessus .,-8872760557433938587,1.0,lone candidate
NOUN,fraude,fraude,0,"Si Arthur Williams était impliqué dans la fraude ou le meurtre , alors il avait aussi une autre identité .","Si Arthur Williams était impliqué dans la fraude ou le meurtre , alors il avait aussi une autre identité .",5952244180767228809,0.95,"The two instances of the word ""fraude"" in the provided contexts refer to the same concept of fraudulent activity or deception. In both contexts, ""fraude"" is used to describe illegal or unethical behavior involving deceit, whether it pertains to financial matters (as in the first context) or potentially more serious criminal implications (as in the second context).

Given that both contexts discuss the same type of wrongdoing, I would assign a high probability that they have the same meaning in a dictionary.

Probability: 0.95"
NOUN,Personne,personne,0,Personne que la police de Medfield avait interrogé ne prétendait en savoir plus sur lui que sur Johnston .,Personne que la police de Medfield avait interrogé ne prétendait en savoir plus sur lui que sur Johnston .,836457269806773165,1.0,lone candidate
NOUN,Demandeur,demandeur,0,Demandeur de bourses ?,Demandeur de bourses ?,-6344748456611083465,1.0,lone candidate
VERB,semblait,sembler,0,Pauling semblait douteux .,Pauling semblait douteux .,8494702775897350935,1.0,lone candidate
ADV,directement,directement,0,Madden a expliqué qu' il pensait à une demande envoyée directement à Mme Meeker .,Madden a expliqué qu' il pensait à une demande envoyée directement à Mme Meeker .,-2889955439093718810,1.0,lone candidate
ADV,Puis,puis,0,"Puis il a demandé à utiliser le téléphone et appelé Brian Thayer , qui a dit qu' il partait juste pour garder une date de déjeuner , mais serait à la maison à deux heures .","Puis il a demandé à utiliser le téléphone et appelé Brian Thayer , qui a dit qu' il partait juste pour garder une date de déjeuner , mais serait à la maison à deux heures .",-6288814133983584212,1.0,lone candidate
VERB,dit,dire,0,"Madden a dit qu' il le verrait à deux heures et a fait un autre appel , celui-ci à avocats de Mme Meeker .","Madden a dit qu' il le verrait à deux heures et a fait un autre appel , celui-ci à avocats de Mme Meeker .",-4767583283252795385,0.95,"The word ""dit"" in both contexts refers to the act of speaking or stating something. In the first context, it is used to indicate what someone said, while in the second context, it similarly indicates a statement made by Madden. Since both usages convey the same core meaning of expressing speech or communication, I would assess the probability that they have the same meaning as high.

Probability: 0.95"
ADJ,court,court,0,Le ton de secrétaire indiquait qu' une nomination à un tel court préavis était une concession pour laquelle Madden devrait être dûment reconnaissant .,Le ton de secrétaire indiquait qu' une nomination à un tel court préavis était une concession pour laquelle Madden devrait être dûment reconnaissant .,4863160713735256520,1.0,lone candidate
NOUN,avocats,avocat,0,Il a déduit que Hohlbein et Garth étaient des avocats à prix élevé .,Il a déduit que Hohlbein et Garth étaient des avocats à prix élevé .,-4306275469914295072,1.0,lone candidate
VERB,entré,entrer,0,Rapidement à une-trente il est entré Hohlbein et Garth 's élégant suite de bureaux dans Medfield 's nouveau bâtiment professionnel .,Rapidement à une-trente il est entré Hohlbein et Garth 's élégant suite de bureaux dans Medfield 's nouveau bâtiment professionnel .,-8289895892838842273,1.0,lone candidate
